""
path_num,seed,cva_explicit,500,"[644.57192595582262, 627.48750216002145, 583.30447186442541, 633.68999299482482, 733.06755757630981, 639.26349834484779, 543.53645736750298, 653.90634480883796, 556.52703436656623, 588.77277980316398]"
path_num,seed,cva_implicit,500,"[613.47893287464603, 613.88611212738397, 614.09500696134774, 613.80491645256825, 613.59544672342918, 612.72188628339393, 612.73401581804615, 613.79176361274199, 613.87938180913761, 613.6087426326884]"
path_num,seed,cva_analytic,500,"[620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791]"
""
path_num,seed,cva_explicit,1000,"[654.86563421961341, 607.53599239292885, 590.81769526189157, 597.23436290747281, 666.18050174492669, 634.86670679964448, 584.16843330796462, 632.82958364614808, 583.11821560082183, 586.65644912141056]"
path_num,seed,cva_implicit,1000,"[613.48802552541724, 613.43108457746519, 614.06267394499207, 614.03668200227435, 613.5881931863903, 613.30522286773203, 613.58004115642871, 613.98657202052061, 613.71358545170085, 613.80970679762811]"
path_num,seed,cva_analytic,1000,"[620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791]"
""
path_num,seed,cva_explicit,2000,"[662.50243883787516, 615.06953063311119, 607.35732211952927, 597.63528021160755, 627.95345015884232, 613.70764109779691, 585.24854594686303, 599.6873282196832, 607.73263544008807, 593.14528710016498]"
path_num,seed,cva_implicit,2000,"[613.26883652580932, 614.02362140434343, 614.03524991857478, 613.35813396759954, 614.07631855848024, 613.73974689173406, 613.95679492049373, 613.99124890203871, 614.00943776483314, 614.04623620522443]"
path_num,seed,cva_analytic,2000,"[620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791]"
""
path_num,seed,cva_explicit,5000,"[611.71347120512849, 627.10462639496336, 618.63929855437345, 600.64701085959018, 615.97536232628079, 618.12351635437187, 618.8099465066465, 608.88347495158405, 614.21862048473179, 614.31501617658614]"
path_num,seed,cva_implicit,5000,"[613.80831148212246, 613.97481256138667, 613.9746786301173, 613.88878663945479, 614.08908105156627, 614.15999106254571, 613.92373507964032, 614.00604691697504, 613.98857233444278, 613.95818389749365]"
path_num,seed,cva_analytic,5000,"[620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791]"
""
path_num,seed,cva_explicit,10000,"[621.41584457630142, 630.91481241252279, 618.64344037365265, 605.38691627171056, 624.03565238185706, 621.83456378571191, 625.12641629306324, 613.72177223376684, 611.47673616902568, 612.13410712715108]"
path_num,seed,cva_implicit,10000,"[613.73949739472573, 614.03237023569454, 613.9861128643538, 613.85801869423244, 613.98445170931609, 613.99356295031384, 613.94622701784465, 613.95852089437767, 614.08655493527715, 614.06534729421605]"
path_num,seed,cva_analytic,10000,"[620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791, 620.67633265205791]"
